country,year,tiv_millions,period
United States,1984,11875.0,1981-2000
United States,1985,10769.0,1981-2000
United States,1986,11613.0,1981-2000
United States,1987,12161.0,1981-2000
United States,1988,11990.0,1981-2000
United States,1989,11316.0,1981-2000
United States,1990,10643.0,1981-2000
United States,1991,12483.0,1981-2000
United States,1992,14087.0,1981-2000
United States,1993,13766.0,1981-2000
United States,1994,11492.0,1981-2000
United States,1995,11219.0,1981-2000
United States,1996,10834.0,1981-2000
United States,1997,14513.0,1981-2000
United States,1998,15813.0,1981-2000
United States,1999,11529.0,1981-2000
United States,2000,7677.0,1981-2000
Unknown Supplier(S),1950,23.0,1950-1980
Unknown Supplier(S),1951,12.0,1950-1980
Unknown Supplier(S),1955,2.0,1950-1980
Unknown Supplier(S),1956,17.0,1950-1980
Unknown Supplier(S),1957,17.0,1950-1980
Unknown Supplier(S),1958,17.0,1950-1980
Unknown Supplier(S),1959,17.0,1950-1980
Unknown Supplier(S),1960,17.0,1950-1980
Unknown Supplier(S),1961,19.0,1950-1980
Unknown Supplier(S),1962,5.0,1950-1980
Unknown Supplier(S),1963,1.0,1950-1980
Unknown Supplier(S),1964,1.0,1950-1980
Unknown Supplier(S),1965,14.0,1950-1980
Unknown Supplier(S),1966,2.0,1950-1980
Unknown Supplier(S),1967,12.0,1950-1980
Unknown Supplier(S),1971,4.0,1950-1980
Unknown Supplier(S),1972,12.0,1950-1980
Unknown Supplier(S),1973,8.0,1950-1980
Unknown Supplier(S),1974,7.0,1950-1980
Unknown Supplier(S),1975,15.0,1950-1980
Unknown Supplier(S),1976,9.0,1950-1980
Unknown Supplier(S),1977,1.0,1950-1980
Unknown Supplier(S),1978,12.0,1950-1980
Unknown Supplier(S),1979,31.0,1950-1980
Unknown Supplier(S),1980,30.0,1950-1980
Unknown Supplier(S),1981,44.0,1981-2000
Unknown Supplier(S),1982,22.0,1981-2000
Unknown Supplier(S),1983,10.0,1981-2000
Unknown Supplier(S),1984,2.0,1981-2000
Unknown Supplier(S),1985,8.0,1981-2000
Unknown Supplier(S),1986,42.0,1981-2000
Unknown Supplier(S),1987,3.0,1981-2000
Unknown Supplier(S),1988,8.0,1981-2000
Unknown Supplier(S),1989,6.0,1981-2000
Unknown Supplier(S),1990,10.0,1981-2000
Unknown Supplier(S),1991,9.0,1981-2000
Unknown Supplier(S),1992,3.0,1981-2000
Unknown Supplier(S),1993,41.0,1981-2000
Unknown Supplier(S),1994,56.0,1981-2000
Unknown Supplier(S),1995,1.0,1981-2000
Unknown Supplier(S),1996,67.0,1981-2000
Unknown Supplier(S),1997,11.0,1981-2000
Unknown Supplier(S),1998,4.0,1981-2000
Unknown Supplier(S),1999,3.0,1981-2000
Unknown Supplier(S),2000,12.0,1981-2000
Uruguay,1960,6.0,1950-1980
Uruguay,2000,1.0,1981-2000
"Venezuela, Bolivarian Republic of",1969,16.0,1950-1980
"Venezuela, Bolivarian Republic of",1975,13.0,1950-1980
Viet Nam,1987,11.0,1981-2000
Yugoslavia,1956,17.0,1950-1980
Yugoslavia,1958,71.0,1950-1980
Yugoslavia,1960,6.0,1950-1980
Yugoslavia,1964,23.0,1950-1980
Yugoslavia,1965,23.0,1950-1980
Yugoslavia,1969,21.0,1950-1980
Yugoslavia,1970,3.0,1950-1980
Yugoslavia,1971,26.0,1950-1980
Yugoslavia,1973,35.0,1950-1980
Yugoslavia,1975,14.0,1950-1980
Yugoslavia,1976,65.0,1950-1980
Yugoslavia,1977,85.0,1950-1980
Yugoslavia,1978,60.0,1950-1980
Yugoslavia,1979,40.0,1950-1980
Yugoslavia,1980,103.0,1950-1980
Yugoslavia,1981,103.0,1981-2000
Yugoslavia,1982,22.0,1981-2000
Yugoslavia,1983,53.0,1981-2000
Yugoslavia,1984,77.0,1981-2000
Yugoslavia,1985,94.0,1981-2000
Yugoslavia,1986,8.0,1981-2000
Yugoslavia,1988,14.0,1981-2000
Yugoslavia,1989,18.0,1981-2000
Yugoslavia,1990,80.0,1981-2000
Yugoslavia,1991,480.0,1981-2000
Zambia,1990,2.0,1981-2000
Zimbabwe,1964,1.0,1950-1980
